1.0,2.0,2.0
3.0,1.95789,2.0
381.0,1.95789,1.95789
380.0,2.0,1.95789
4.0,1.91579,2.0
382.0,1.91579,1.95789
5.0,1.87368,2.0
383.0,1.87368,1.95789
6.0,1.83158,2.0
384.0,1.83158,1.95789
7.0,1.78947,2.0
385.0,1.78947,1.95789
8.0,1.74737,2.0
386.0,1.74737,1.95789
9.0,1.70526,2.0
387.0,1.70526,1.95789
10.0,1.66316,2.0
388.0,1.66316,1.95789
11.0,1.62105,2.0
389.0,1.62105,1.95789
12.0,1.57895,2.0
390.0,1.57895,1.95789
13.0,1.53684,2.0
391.0,1.53684,1.95789
14.0,1.49474,2.0
392.0,1.49474,1.95789
15.0,1.45263,2.0
393.0,1.45263,1.95789
16.0,1.41053,2.0
394.0,1.41053,1.95789
17.0,1.36842,2.0
395.0,1.36842,1.95789
18.0,1.32632,2.0
396.0,1.32632,1.95789
19.0,1.28421,2.0
397.0,1.28421,1.95789
20.0,1.24211,2.0
398.0,1.24211,1.95789
21.0,1.2,2.0
399.0,1.2,1.95789
22.0,1.15789,2.0
400.0,1.15789,1.95789
23.0,1.11579,2.0
401.0,1.11579,1.95789
24.0,1.07368,2.0
402.0,1.07368,1.95789
25.0,1.03158,2.0
403.0,1.03158,1.95789
26.0,0.989474,2.0
404.0,0.989474,1.95789
27.0,0.947368,2.0
405.0,0.947368,1.95789
28.0,0.905263,2.0
406.0,0.905263,1.95789
29.0,0.863158,2.0
407.0,0.863158,1.95789
30.0,0.821053,2.0
408.0,0.821053,1.95789
31.0,0.778947,2.0
409.0,0.778947,1.95789
32.0,0.736842,2.0
410.0,0.736842,1.95789
33.0,0.694737,2.0
411.0,0.694737,1.95789
34.0,0.652632,2.0
412.0,0.652632,1.95789
35.0,0.610526,2.0
413.0,0.610526,1.95789
36.0,0.568421,2.0
414.0,0.568421,1.95789
37.0,0.526316,2.0
415.0,0.526316,1.95789
38.0,0.484211,2.0
416.0,0.484211,1.95789
39.0,0.442105,2.0
417.0,0.442105,1.95789
40.0,0.4,2.0
418.0,0.4,1.95789
41.0,0.357895,2.0
419.0,0.357895,1.95789
42.0,0.315789,2.0
420.0,0.315789,1.95789
43.0,0.273684,2.0
421.0,0.273684,1.95789
44.0,0.231579,2.0
422.0,0.231579,1.95789
45.0,0.189474,2.0
423.0,0.189474,1.95789
46.0,0.147368,2.0
424.0,0.147368,1.95789
47.0,0.105263,2.0
425.0,0.105263,1.95789
48.0,0.0631579,2.0
426.0,0.0631579,1.95789
49.0,0.0210526,2.0
427.0,0.0210526,1.95789
50.0,-0.0210526,2.0
428.0,-0.0210526,1.95789
51.0,-0.0631579,2.0
429.0,-0.0631579,1.95789
52.0,-0.105263,2.0
430.0,-0.105263,1.95789
53.0,-0.147368,2.0
431.0,-0.147368,1.95789
54.0,-0.189474,2.0
432.0,-0.189474,1.95789
55.0,-0.231579,2.0
433.0,-0.231579,1.95789
56.0,-0.273684,2.0
434.0,-0.273684,1.95789
57.0,-0.315789,2.0
435.0,-0.315789,1.95789
58.0,-0.357895,2.0
436.0,-0.357895,1.95789
59.0,-0.4,2.0
437.0,-0.4,1.95789
60.0,-0.442105,2.0
438.0,-0.442105,1.95789
61.0,-0.484211,2.0
439.0,-0.484211,1.95789
62.0,-0.526316,2.0
440.0,-0.526316,1.95789
63.0,-0.568421,2.0
441.0,-0.568421,1.95789
64.0,-0.610526,2.0
442.0,-0.610526,1.95789
65.0,-0.652632,2.0
443.0,-0.652632,1.95789
66.0,-0.694737,2.0
444.0,-0.694737,1.95789
67.0,-0.736842,2.0
445.0,-0.736842,1.95789
68.0,-0.778947,2.0
446.0,-0.778947,1.95789
69.0,-0.821053,2.0
447.0,-0.821053,1.95789
70.0,-0.863158,2.0
448.0,-0.863158,1.95789
71.0,-0.905263,2.0
449.0,-0.905263,1.95789
72.0,-0.947368,2.0
450.0,-0.947368,1.95789
73.0,-0.989474,2.0
451.0,-0.989474,1.95789
74.0,-1.03158,2.0
452.0,-1.03158,1.95789
75.0,-1.07368,2.0
453.0,-1.07368,1.95789
76.0,-1.11579,2.0
454.0,-1.11579,1.95789
77.0,-1.15789,2.0
455.0,-1.15789,1.95789
78.0,-1.2,2.0
456.0,-1.2,1.95789
79.0,-1.24211,2.0
457.0,-1.24211,1.95789
80.0,-1.28421,2.0
458.0,-1.28421,1.95789
81.0,-1.32632,2.0
459.0,-1.32632,1.95789
82.0,-1.36842,2.0
460.0,-1.36842,1.95789
83.0,-1.41053,2.0
461.0,-1.41053,1.95789
84.0,-1.45263,2.0
462.0,-1.45263,1.95789
85.0,-1.49474,2.0
463.0,-1.49474,1.95789
86.0,-1.53684,2.0
464.0,-1.53684,1.95789
87.0,-1.57895,2.0
465.0,-1.57895,1.95789
88.0,-1.62105,2.0
466.0,-1.62105,1.95789
89.0,-1.66316,2.0
467.0,-1.66316,1.95789
90.0,-1.70526,2.0
468.0,-1.70526,1.95789
91.0,-1.74737,2.0
469.0,-1.74737,1.95789
92.0,-1.78947,2.0
470.0,-1.78947,1.95789
93.0,-1.83158,2.0
471.0,-1.83158,1.95789
94.0,-1.87368,2.0
472.0,-1.87368,1.95789
95.0,-1.91579,2.0
473.0,-1.91579,1.95789
96.0,-1.95789,2.0
474.0,-1.95789,1.95789
2.0,-2.0,2.0
98.0,-2.0,1.95789
475.0,1.95789,1.91579
379.0,2.0,1.91579
476.0,1.91579,1.91579
477.0,1.87368,1.91579
478.0,1.83158,1.91579
479.0,1.78947,1.91579
480.0,1.74737,1.91579
481.0,1.70526,1.91579
482.0,1.66316,1.91579
483.0,1.62105,1.91579
484.0,1.57895,1.91579
485.0,1.53684,1.91579
486.0,1.49474,1.91579
487.0,1.45263,1.91579
488.0,1.41053,1.91579
489.0,1.36842,1.91579
490.0,1.32632,1.91579
491.0,1.28421,1.91579
492.0,1.24211,1.91579
493.0,1.2,1.91579
494.0,1.15789,1.91579
495.0,1.11579,1.91579
496.0,1.07368,1.91579
497.0,1.03158,1.91579
498.0,0.989474,1.91579
499.0,0.947368,1.91579
500.0,0.905263,1.91579
501.0,0.863158,1.91579
502.0,0.821053,1.91579
503.0,0.778947,1.91579
504.0,0.736842,1.91579
505.0,0.694737,1.91579
506.0,0.652632,1.91579
507.0,0.610526,1.91579
508.0,0.568421,1.91579
509.0,0.526316,1.91579
510.0,0.484211,1.91579
511.0,0.442105,1.91579
512.0,0.4,1.91579
513.0,0.357895,1.91579
514.0,0.315789,1.91579
515.0,0.273684,1.91579
516.0,0.231579,1.91579
517.0,0.189474,1.91579
518.0,0.147368,1.91579
519.0,0.105263,1.91579
520.0,0.0631579,1.91579
521.0,0.0210526,1.91579
522.0,-0.0210526,1.91579
523.0,-0.0631579,1.91579
524.0,-0.105263,1.91579
525.0,-0.147368,1.91579
526.0,-0.189474,1.91579
527.0,-0.231579,1.91579
528.0,-0.273684,1.91579
529.0,-0.315789,1.91579
530.0,-0.357895,1.91579
531.0,-0.4,1.91579
532.0,-0.442105,1.91579
533.0,-0.484211,1.91579
534.0,-0.526316,1.91579
535.0,-0.568421,1.91579
536.0,-0.610526,1.91579
537.0,-0.652632,1.91579
538.0,-0.694737,1.91579
539.0,-0.736842,1.91579
540.0,-0.778947,1.91579
541.0,-0.821053,1.91579
542.0,-0.863158,1.91579
543.0,-0.905263,1.91579
544.0,-0.947368,1.91579
545.0,-0.989474,1.91579
546.0,-1.03158,1.91579
547.0,-1.07368,1.91579
548.0,-1.11579,1.91579
549.0,-1.15789,1.91579
550.0,-1.2,1.91579
551.0,-1.24211,1.91579
552.0,-1.28421,1.91579
553.0,-1.32632,1.91579
554.0,-1.36842,1.91579
555.0,-1.41053,1.91579
556.0,-1.45263,1.91579
557.0,-1.49474,1.91579
558.0,-1.53684,1.91579
559.0,-1.57895,1.91579
560.0,-1.62105,1.91579
561.0,-1.66316,1.91579
562.0,-1.70526,1.91579
563.0,-1.74737,1.91579
564.0,-1.78947,1.91579
565.0,-1.83158,1.91579
566.0,-1.87368,1.91579
567.0,-1.91579,1.91579
568.0,-1.95789,1.91579
99.0,-2.0,1.91579
569.0,1.95789,1.87368
378.0,2.0,1.87368
570.0,1.91579,1.87368
571.0,1.87368,1.87368
572.0,1.83158,1.87368
573.0,1.78947,1.87368
574.0,1.74737,1.87368
